id,referencia,marca,capacidad,ciudad,responsable
3459,ACH43,Kalley,300,Bello,Mauro Yepes
1727,ACH43,Rico,272,Sabaneta,Wilson Yepes
7787,ACH22,Rico,1958,Niquia,Sonia Yepes
7665,ACH01,Rico,1953,Niquia,Tattiana Yepes
1483,ACH01,Rico,480,Itagui,Santiago Yepes
6880,ACH43,Kalley,135,Itagui,Santiago Yepes
6327,ACH01,Sony,141,Bello,Santiago Yepes
6116,ACH22,Kalley,1018,Bello,Santiago Yepes
1259,ACH43,Sony,407,Itagui,Wilson Yepes
6715,ACH22,Kalley,739,Niquia,Tattiana Yepes
7691,ACH01,Rico,1493,Niquia,Mauro Yepes
3163,ACH43,Sony,1703,Medellin,Wilson Yepes
2173,ACH43,Rico,607,Medellin,Tattiana Yepes
9719,ACH01,Kalley,428,Medellin,Santiago Yepes
1709,ACH01,Sony,1989,Medellin,Wilson Yepes
557,ACH22,Kalley,210,Itagui,Mauro Yepes
8702,ACH43,Kalley,1152,Itagui,Wilson Yepes
6828,ACH01,Kalley,392,Itagui,Santiago Yepes
2657,ACH22,Sony,590,Itagui,Mauro Yepes
5826,ACH22,Kalley,1378,Bello,Tattiana Yepes
5109,ACH43,Sony,371,Niquia,Wilson Yepes
9926,ACH43,Rico,1119,Itagui,Tattiana Yepes
1188,ACH01,Kalley,397,Bello,Mauro Yepes
4677,ACH22,Rico,743,Sabaneta,Tattiana Yepes
4642,ACH43,Rico,1833,Itagui,Sonia Yepes
8988,ACH01,Kalley,1615,Niquia,Sonia Yepes
7069,ACH43,Sony,901,Itagui,Tattiana Yepes
9351,ACH22,Sony,436,Itagui,Santiago Yepes
874,ACH01,Sony,1567,Medellin,Mauro Yepes
8913,ACH43,Rico,275,Itagui,Tattiana Yepes
9352,ACH01,Kalley,1314,Medellin,Mauro Yepes
6782,ACH22,Rico,408,Sabaneta,Wilson Yepes
5062,ACH43,Kalley,1979,Sabaneta,Sonia Yepes
8754,ACH22,Kalley,1865,Itagui,Wilson Yepes
4216,ACH43,Kalley,1776,Sabaneta,Tattiana Yepes
4162,ACH01,Sony,661,Itagui,Santiago Yepes
3548,ACH01,Rico,1628,Sabaneta,Sonia Yepes
9460,ACH43,Kalley,1675,Itagui,Sonia Yepes
686,ACH01,Rico,698,Bello,Mauro Yepes
4841,ACH01,Kalley,269,Sabaneta,Tattiana Yepes
9232,ACH22,Sony,629,Bello,Santiago Yepes
2992,ACH22,Sony,590,Bello,Tattiana Yepes
9968,ACH22,Sony,406,Itagui,Santiago Yepes
3292,ACH22,Kalley,1560,Itagui,Santiago Yepes
173,ACH01,Sony,419,Bello,Mauro Yepes
3886,ACH01,Sony,260,Sabaneta,Sonia Yepes
6531,ACH22,Rico,1750,Medellin,Sonia Yepes
7222,ACH43,Kalley,1799,Itagui,Sonia Yepes
9784,ACH22,Sony,970,Niquia,Mauro Yepes
1606,ACH22,Sony,530,Sabaneta,Santiago Yepes
9504,ACH01,Sony,527,Itagui,Santiago Yepes
2375,ACH22,Sony,1477,Itagui,Tattiana Yepes
2732,ACH22,Kalley,1997,Sabaneta,Wilson Yepes
2801,ACH43,Kalley,1380,Medellin,Mauro Yepes
2113,ACH22,Rico,773,Niquia,Tattiana Yepes
316,ACH43,Sony,1303,Sabaneta,Tattiana Yepes
6809,ACH01,Sony,1825,Medellin,Tattiana Yepes
1239,ACH43,Rico,1222,Itagui,Tattiana Yepes
4218,ACH43,Kalley,1273,Sabaneta,Sonia Yepes
7841,ACH43,Rico,896,Sabaneta,Sonia Yepes
9098,ACH01,Rico,1933,Sabaneta,Santiago Yepes
2199,ACH43,Rico,431,Itagui,Wilson Yepes
828,ACH43,Kalley,1496,Bello,Mauro Yepes
2194,ACH22,Kalley,517,Bello,Sonia Yepes
6690,ACH43,Sony,527,Itagui,Tattiana Yepes
9338,ACH01,Rico,1092,Medellin,Sonia Yepes
4021,ACH01,Rico,1349,Itagui,Sonia Yepes
4383,ACH43,Sony,817,Bello,Sonia Yepes
5762,ACH22,Rico,1343,Itagui,Wilson Yepes
6990,ACH22,Rico,1908,Medellin,Santiago Yepes
244,ACH22,Sony,783,Medellin,Santiago Yepes
619,ACH43,Sony,586,Sabaneta,Wilson Yepes
7907,ACH01,Kalley,1057,Bello,Sonia Yepes
6114,ACH43,Rico,923,Itagui,Sonia Yepes
5285,ACH01,Sony,1891,Itagui,Santiago Yepes
6053,ACH01,Kalley,1419,Itagui,Wilson Yepes
221,ACH01,Sony,443,Sabaneta,Wilson Yepes
522,ACH01,Kalley,812,Itagui,Wilson Yepes
5799,ACH43,Kalley,429,Niquia,Wilson Yepes
8291,ACH43,Rico,1411,Medellin,Tattiana Yepes
3500,ACH22,Sony,1964,Sabaneta,Wilson Yepes
6788,ACH01,Sony,574,Bello,Santiago Yepes
6692,ACH43,Kalley,1530,Itagui,Tattiana Yepes
9981,ACH22,Kalley,1173,Itagui,Tattiana Yepes
3963,ACH22,Sony,1349,Medellin,Wilson Yepes
6758,ACH22,Sony,121,Niquia,Santiago Yepes
5039,ACH01,Rico,709,Sabaneta,Tattiana Yepes
3225,ACH22,Sony,1593,Bello,Tattiana Yepes
376,ACH01,Rico,159,Medellin,Sonia Yepes
4985,ACH01,Sony,1121,Medellin,Sonia Yepes
5540,ACH01,Rico,1281,Bello,Sonia Yepes
264,ACH01,Kalley,1871,Itagui,Santiago Yepes
7010,ACH01,Rico,325,Itagui,Wilson Yepes
3997,ACH43,Kalley,189,Bello,Wilson Yepes
9098,ACH01,Kalley,1834,Medellin,Sonia Yepes
2652,ACH01,Sony,1850,Itagui,Tattiana Yepes
3890,ACH43,Kalley,467,Sabaneta,Sonia Yepes
2289,ACH43,Sony,1799,Bello,Tattiana Yepes
2794,ACH22,Sony,918,Sabaneta,Sonia Yepes
5308,ACH43,Sony,754,Medellin,Tattiana Yepes
2909,ACH22,Kalley,771,Itagui,Sonia Yepes
5943,ACH43,Sony,1829,Itagui,Mauro Yepes
349,ACH22,Sony,372,Medellin,Santiago Yepes
3118,ACH43,Rico,915,Medellin,Mauro Yepes
8425,ACH01,Rico,1380,Niquia,Santiago Yepes
9856,ACH22,Sony,1502,Niquia,Mauro Yepes
2068,ACH01,Rico,282,Bello,Santiago Yepes
4018,ACH01,Sony,692,Sabaneta,Wilson Yepes
6110,ACH01,Sony,449,Medellin,Santiago Yepes
744,ACH43,Rico,894,Medellin,Wilson Yepes
1971,ACH01,Rico,149,Itagui,Santiago Yepes
1806,ACH43,Rico,1356,Sabaneta,Tattiana Yepes
2816,ACH43,Kalley,1764,Medellin,Mauro Yepes
3045,ACH22,Sony,1648,Medellin,Tattiana Yepes
4293,ACH43,Sony,1250,Bello,Sonia Yepes
6632,ACH43,Kalley,1666,Niquia,Mauro Yepes
7048,ACH43,Rico,1450,Bello,Tattiana Yepes
5602,ACH22,Kalley,1387,Bello,Wilson Yepes
2320,ACH43,Sony,1165,Bello,Santiago Yepes
193,ACH43,Rico,353,Sabaneta,Wilson Yepes
4206,ACH43,Rico,780,Bello,Tattiana Yepes
121,ACH43,Rico,1031,Itagui,Tattiana Yepes
1490,ACH43,Rico,1018,Bello,Wilson Yepes
6227,ACH43,Rico,1640,Bello,Wilson Yepes
1378,ACH01,Sony,1295,Niquia,Mauro Yepes
5477,ACH22,Sony,991,Bello,Santiago Yepes
446,ACH01,Sony,1816,Niquia,Tattiana Yepes
7643,ACH22,Rico,1762,Medellin,Santiago Yepes
6290,ACH43,Kalley,1752,Medellin,Sonia Yepes
2824,ACH01,Sony,1846,Sabaneta,Sonia Yepes
3168,ACH01,Rico,1884,Niquia,Santiago Yepes
74,ACH43,Rico,1020,Niquia,Mauro Yepes
4007,ACH43,Sony,1732,Sabaneta,Tattiana Yepes
5730,ACH43,Rico,1347,Itagui,Sonia Yepes
1897,ACH01,Sony,843,Medellin,Sonia Yepes
7930,ACH01,Kalley,1361,Itagui,Mauro Yepes
8869,ACH43,Kalley,1526,Medellin,Tattiana Yepes
8945,ACH43,Sony,194,Niquia,Sonia Yepes
1077,ACH22,Rico,1401,Sabaneta,Mauro Yepes
9870,ACH43,Sony,185,Itagui,Sonia Yepes
7268,ACH01,Rico,1604,Niquia,Sonia Yepes
2022,ACH22,Sony,617,Niquia,Mauro Yepes
3914,ACH01,Kalley,1433,Niquia,Mauro Yepes
6565,ACH22,Sony,1493,Bello,Wilson Yepes
5518,ACH22,Sony,613,Bello,Mauro Yepes
9606,ACH22,Rico,110,Bello,Tattiana Yepes
6982,ACH01,Rico,817,Itagui,Mauro Yepes
2489,ACH43,Rico,1210,Medellin,Wilson Yepes
6250,ACH22,Rico,923,Niquia,Tattiana Yepes
3760,ACH01,Sony,1196,Niquia,Wilson Yepes
5657,ACH43,Sony,1873,Medellin,Tattiana Yepes
7096,ACH43,Kalley,1530,Medellin,Tattiana Yepes
5627,ACH01,Sony,1160,Niquia,Mauro Yepes
8167,ACH01,Kalley,155,Sabaneta,Wilson Yepes
2952,ACH01,Sony,1881,Bello,Sonia Yepes
1983,ACH22,Rico,1025,Medellin,Sonia Yepes
7267,ACH22,Kalley,1373,Niquia,Mauro Yepes
6821,ACH43,Rico,1642,Sabaneta,Wilson Yepes
2766,ACH01,Rico,1445,Medellin,Wilson Yepes
147,ACH43,Rico,475,Medellin,Wilson Yepes
2209,ACH22,Sony,1914,Niquia,Tattiana Yepes
6082,ACH01,Sony,515,Itagui,Mauro Yepes
4374,ACH43,Rico,1663,Medellin,Wilson Yepes
9309,ACH22,Sony,389,Bello,Sonia Yepes
3122,ACH43,Kalley,376,Bello,Wilson Yepes
1757,ACH01,Kalley,695,Itagui,Wilson Yepes
5487,ACH43,Rico,1362,Sabaneta,Santiago Yepes
5827,ACH43,Sony,1941,Sabaneta,Sonia Yepes
3057,ACH22,Kalley,661,Niquia,Mauro Yepes
8655,ACH22,Sony,1482,Itagui,Santiago Yepes
5462,ACH43,Sony,1593,Niquia,Santiago Yepes
6361,ACH22,Sony,500,Bello,Mauro Yepes
2402,ACH22,Rico,1654,Medellin,Sonia Yepes
7607,ACH43,Rico,459,Itagui,Tattiana Yepes
4466,ACH01,Kalley,952,Sabaneta,Mauro Yepes
9585,ACH22,Sony,1993,Bello,Mauro Yepes
1270,ACH22,Sony,821,Bello,Tattiana Yepes
2925,ACH01,Rico,1393,Bello,Tattiana Yepes
8893,ACH43,Kalley,959,Sabaneta,Wilson Yepes
6872,ACH22,Sony,356,Medellin,Tattiana Yepes
6136,ACH01,Rico,1417,Bello,Santiago Yepes
2180,ACH01,Sony,424,Sabaneta,Mauro Yepes
1964,ACH43,Rico,493,Bello,Wilson Yepes
2018,ACH01,Rico,1495,Itagui,Santiago Yepes
4572,ACH22,Sony,239,Itagui,Mauro Yepes
4451,ACH01,Sony,206,Niquia,Tattiana Yepes
1003,ACH43,Kalley,427,Niquia,Mauro Yepes
2516,ACH43,Kalley,1489,Bello,Wilson Yepes
893,ACH43,Rico,1653,Itagui,Sonia Yepes
2070,ACH43,Sony,1669,Bello,Tattiana Yepes
497,ACH22,Sony,852,Itagui,Wilson Yepes
6011,ACH22,Rico,105,Niquia,Sonia Yepes
9339,ACH43,Sony,1861,Medellin,Sonia Yepes
3506,ACH22,Rico,930,Sabaneta,Santiago Yepes
6720,ACH43,Kalley,953,Bello,Sonia Yepes
1588,ACH01,Rico,747,Bello,Mauro Yepes
2081,ACH43,Kalley,212,Sabaneta,Wilson Yepes
2562,ACH01,Kalley,1516,Medellin,Mauro Yepes
488,ACH22,Sony,563,Niquia,Sonia Yepes
1725,ACH22,Rico,889,Niquia,Sonia Yepes
3237,ACH43,Kalley,1245,Itagui,Wilson Yepes
9417,ACH22,Sony,1539,Itagui,Santiago Yepes
8256,ACH01,Sony,1440,Niquia,Tattiana Yepes
821,ACH22,Rico,266,Itagui,Wilson Yepes
9410,ACH43,Sony,198,Bello,Sonia Yepes
7887,ACH22,Rico,270,Niquia,Santiago Yepes
7146,ACH22,Sony,1284,Sabaneta,Mauro Yepes
293,ACH22,Sony,1587,Sabaneta,Sonia Yepes
9345,ACH43,Rico,934,Itagui,Mauro Yepes
3244,ACH01,Rico,581,Niquia,Santiago Yepes
1809,ACH01,Rico,1866,Bello,Sonia Yepes
9235,ACH43,Sony,481,Medellin,Santiago Yepes
6867,ACH22,Rico,1014,Sabaneta,Wilson Yepes
8310,ACH01,Kalley,374,Itagui,Mauro Yepes
6458,ACH22,Rico,1754,Sabaneta,Sonia Yepes
5099,ACH01,Kalley,568,Bello,Tattiana Yepes
9413,ACH43,Sony,416,Niquia,Mauro Yepes
475,ACH01,Rico,1546,Medellin,Mauro Yepes
4757,ACH22,Rico,1992,Bello,Mauro Yepes
8338,ACH22,Sony,874,Itagui,Sonia Yepes
2777,ACH22,Sony,1323,Niquia,Tattiana Yepes
4896,ACH43,Kalley,1385,Itagui,Santiago Yepes
6526,ACH43,Kalley,854,Bello,Santiago Yepes
8532,ACH43,Sony,1843,Bello,Tattiana Yepes
2995,ACH43,Sony,1506,Sabaneta,Sonia Yepes
8137,ACH43,Sony,1028,Bello,Wilson Yepes
5232,ACH01,Rico,541,Medellin,Santiago Yepes
1580,ACH22,Sony,1293,Itagui,Santiago Yepes
2089,ACH22,Sony,787,Medellin,Tattiana Yepes
9779,ACH01,Sony,1174,Medellin,Mauro Yepes
230,ACH01,Kalley,832,Niquia,Mauro Yepes
5396,ACH43,Sony,496,Niquia,Wilson Yepes
495,ACH01,Rico,792,Itagui,Wilson Yepes
7780,ACH43,Sony,206,Bello,Tattiana Yepes
2790,ACH01,Kalley,768,Sabaneta,Wilson Yepes
9108,ACH22,Rico,520,Bello,Wilson Yepes
9169,ACH22,Kalley,1784,Itagui,Tattiana Yepes
2354,ACH22,Rico,384,Sabaneta,Tattiana Yepes
4051,ACH43,Sony,1651,Itagui,Tattiana Yepes
4992,ACH01,Kalley,1207,Medellin,Mauro Yepes
7752,ACH43,Kalley,1062,Niquia,Tattiana Yepes
8380,ACH01,Rico,1348,Niquia,Sonia Yepes
9304,ACH22,Rico,676,Sabaneta,Sonia Yepes
3632,ACH43,Kalley,1918,Medellin,Mauro Yepes
7517,ACH01,Sony,831,Sabaneta,Santiago Yepes
3430,ACH22,Sony,711,Sabaneta,Santiago Yepes
5142,ACH01,Sony,1475,Bello,Sonia Yepes
6758,ACH01,Rico,452,Bello,Wilson Yepes
6832,ACH22,Rico,1238,Niquia,Santiago Yepes
8432,ACH22,Sony,710,Itagui,Mauro Yepes
7846,ACH43,Sony,1673,Itagui,Santiago Yepes
3025,ACH01,Rico,435,Medellin,Santiago Yepes
2663,ACH22,Sony,682,Medellin,Tattiana Yepes
7438,ACH01,Rico,1921,Itagui,Santiago Yepes
7047,ACH43,Rico,1239,Medellin,Sonia Yepes
4735,ACH43,Kalley,286,Niquia,Wilson Yepes
2768,ACH43,Rico,775,Itagui,Santiago Yepes
9145,ACH01,Sony,1419,Itagui,Sonia Yepes
4921,ACH01,Kalley,1361,Sabaneta,Mauro Yepes
2624,ACH22,Sony,1304,Sabaneta,Sonia Yepes
6588,ACH22,Sony,1083,Niquia,Tattiana Yepes
6759,ACH43,Kalley,650,Sabaneta,Wilson Yepes
5601,ACH22,Rico,449,Medellin,Mauro Yepes
7840,ACH22,Rico,1390,Sabaneta,Wilson Yepes
2928,ACH22,Kalley,1722,Bello,Wilson Yepes
8635,ACH43,Rico,1260,Niquia,Tattiana Yepes
2497,ACH22,Rico,1391,Medellin,Mauro Yepes
2894,ACH01,Rico,862,Itagui,Santiago Yepes
171,ACH43,Kalley,1556,Bello,Santiago Yepes
5721,ACH22,Sony,827,Sabaneta,Mauro Yepes
7824,ACH22,Rico,1282,Niquia,Sonia Yepes
7181,ACH43,Sony,1207,Medellin,Santiago Yepes
813,ACH22,Sony,1301,Sabaneta,Tattiana Yepes
1352,ACH43,Sony,1865,Sabaneta,Santiago Yepes
5283,ACH01,Rico,1292,Bello,Santiago Yepes
5087,ACH22,Rico,929,Medellin,Mauro Yepes
1671,ACH22,Kalley,173,Bello,Sonia Yepes
163,ACH22,Rico,894,Niquia,Tattiana Yepes
5137,ACH01,Kalley,1807,Itagui,Sonia Yepes
7372,ACH22,Rico,731,Sabaneta,Sonia Yepes
3206,ACH43,Rico,421,Niquia,Sonia Yepes
2977,ACH01,Kalley,1468,Niquia,Tattiana Yepes
9645,ACH22,Rico,211,Sabaneta,Mauro Yepes
2459,ACH01,Kalley,1380,Itagui,Tattiana Yepes
9708,ACH01,Sony,231,Itagui,Tattiana Yepes
7414,ACH01,Rico,1737,Bello,Santiago Yepes
4556,ACH01,Kalley,1595,Niquia,Wilson Yepes
4737,ACH01,Kalley,1929,Itagui,Tattiana Yepes
2818,ACH43,Sony,350,Bello,Tattiana Yepes
6570,ACH22,Kalley,325,Bello,Wilson Yepes
4411,ACH43,Sony,1775,Medellin,Tattiana Yepes
9879,ACH01,Sony,478,Sabaneta,Tattiana Yepes
1948,ACH43,Kalley,1162,Niquia,Santiago Yepes
4591,ACH22,Sony,1405,Bello,Santiago Yepes
544,ACH43,Rico,1453,Itagui,Tattiana Yepes
5632,ACH22,Rico,604,Medellin,Tattiana Yepes
5404,ACH22,Kalley,534,Itagui,Mauro Yepes
9890,ACH22,Kalley,469,Itagui,Sonia Yepes
7608,ACH01,Rico,146,Sabaneta,Mauro Yepes
7260,ACH01,Sony,370,Niquia,Sonia Yepes
5754,ACH22,Kalley,345,Sabaneta,Santiago Yepes
4641,ACH43,Sony,147,Bello,Tattiana Yepes
1476,ACH43,Sony,495,Bello,Sonia Yepes
8499,ACH22,Kalley,382,Itagui,Mauro Yepes
2202,ACH22,Rico,1912,Sabaneta,Tattiana Yepes
8448,ACH43,Kalley,271,Sabaneta,Wilson Yepes
994,ACH43,Kalley,1584,Bello,Santiago Yepes
5553,ACH43,Rico,954,Medellin,Santiago Yepes
2284,ACH01,Sony,1630,Bello,Wilson Yepes
8286,ACH01,Kalley,1270,Bello,Mauro Yepes
2017,ACH43,Rico,1956,Niquia,Wilson Yepes
4878,ACH43,Sony,1454,Sabaneta,Tattiana Yepes
1047,ACH43,Rico,284,Niquia,Santiago Yepes
9020,ACH43,Kalley,335,Sabaneta,Sonia Yepes
5512,ACH22,Kalley,1993,Itagui,Wilson Yepes
5588,ACH43,Kalley,1996,Bello,Santiago Yepes
4124,ACH22,Sony,205,Niquia,Wilson Yepes
1336,ACH01,Rico,703,Sabaneta,Tattiana Yepes
3740,ACH01,Rico,394,Itagui,Santiago Yepes
3937,ACH43,Rico,1752,Medellin,Santiago Yepes
1471,ACH01,Kalley,967,Bello,Mauro Yepes
6625,ACH43,Rico,873,Medellin,Mauro Yepes
7109,ACH01,Sony,683,Medellin,Mauro Yepes
6395,ACH43,Kalley,1979,Medellin,Wilson Yepes
3801,ACH43,Sony,390,Medellin,Tattiana Yepes
665,ACH43,Rico,1668,Niquia,Mauro Yepes
7964,ACH22,Sony,920,Sabaneta,Wilson Yepes
4169,ACH01,Sony,755,Niquia,Tattiana Yepes
233,ACH22,Kalley,1353,Sabaneta,Mauro Yepes
9364,ACH22,Kalley,1896,Itagui,Mauro Yepes
3605,ACH01,Sony,1233,Niquia,Santiago Yepes
2863,ACH43,Rico,1317,Bello,Wilson Yepes
2942,ACH22,Sony,1442,Medellin,Santiago Yepes
6715,ACH43,Rico,290,Itagui,Sonia Yepes
314,ACH43,Kalley,1101,Bello,Sonia Yepes
8456,ACH01,Kalley,1894,Niquia,Santiago Yepes
5063,ACH43,Rico,513,Itagui,Mauro Yepes
3063,ACH43,Kalley,606,Bello,Sonia Yepes
8775,ACH22,Sony,1238,Itagui,Mauro Yepes
3550,ACH22,Kalley,375,Medellin,Santiago Yepes
1698,ACH22,Kalley,909,Bello,Mauro Yepes
3210,ACH43,Kalley,1678,Sabaneta,Wilson Yepes
7126,ACH22,Kalley,1905,Itagui,Tattiana Yepes
9340,ACH22,Rico,1006,Niquia,Mauro Yepes
542,ACH43,Sony,1948,Sabaneta,Santiago Yepes
9285,ACH43,Rico,1894,Niquia,Santiago Yepes
4345,ACH43,Sony,269,Bello,Mauro Yepes
8925,ACH01,Kalley,357,Itagui,Sonia Yepes
8090,ACH43,Sony,1926,Sabaneta,Sonia Yepes
2059,ACH22,Rico,194,Medellin,Mauro Yepes
8646,ACH43,Sony,624,Bello,Mauro Yepes
8162,ACH22,Kalley,150,Sabaneta,Mauro Yepes
1329,ACH22,Rico,1206,Niquia,Tattiana Yepes
1964,ACH22,Kalley,1509,Sabaneta,Wilson Yepes
6566,ACH22,Kalley,1555,Niquia,Wilson Yepes
1723,ACH22,Sony,1615,Niquia,Mauro Yepes
134,ACH01,Rico,485,Niquia,Mauro Yepes
2810,ACH43,Kalley,1759,Medellin,Sonia Yepes
9211,ACH43,Rico,959,Sabaneta,Santiago Yepes
2700,ACH01,Kalley,632,Medellin,Mauro Yepes
3312,ACH01,Sony,1428,Sabaneta,Wilson Yepes
4082,ACH43,Kalley,1775,Medellin,Mauro Yepes
5364,ACH22,Kalley,1591,Niquia,Sonia Yepes
5938,ACH22,Rico,1835,Bello,Mauro Yepes
5807,ACH43,Kalley,1836,Medellin,Tattiana Yepes
7823,ACH43,Kalley,1585,Sabaneta,Mauro Yepes
187,ACH43,Rico,679,Medellin,Wilson Yepes
1396,ACH22,Kalley,301,Niquia,Wilson Yepes
647,ACH22,Rico,790,Medellin,Wilson Yepes
7553,ACH01,Sony,1553,Medellin,Wilson Yepes
2617,ACH22,Sony,902,Niquia,Tattiana Yepes
8262,ACH01,Kalley,768,Sabaneta,Wilson Yepes
7255,ACH43,Kalley,658,Medellin,Sonia Yepes
1223,ACH43,Sony,1779,Niquia,Tattiana Yepes
7500,ACH43,Sony,822,Medellin,Mauro Yepes
306,ACH43,Sony,418,Sabaneta,Mauro Yepes
1430,ACH22,Rico,1856,Medellin,Sonia Yepes
1051,ACH43,Kalley,747,Medellin,Santiago Yepes
1617,ACH43,Sony,224,Niquia,Tattiana Yepes
2216,ACH43,Kalley,1434,Bello,Tattiana Yepes
7974,ACH22,Rico,1958,Bello,Wilson Yepes
1308,ACH22,Sony,108,Itagui,Mauro Yepes
9425,ACH22,Sony,144,Sabaneta,Wilson Yepes
4065,ACH43,Rico,187,Niquia,Tattiana Yepes
3009,ACH22,Kalley,1983,Bello,Tattiana Yepes
1600,ACH01,Rico,1943,Niquia,Santiago Yepes
6497,ACH01,Sony,1977,Niquia,Sonia Yepes
975,ACH43,Kalley,450,Medellin,Tattiana Yepes
8607,ACH43,Kalley,1519,Bello,Mauro Yepes
4845,ACH22,Rico,110,Niquia,Wilson Yepes
5383,ACH01,Rico,951,Sabaneta,Tattiana Yepes
3115,ACH22,Rico,784,Sabaneta,Sonia Yepes
7810,ACH43,Rico,1486,Sabaneta,Mauro Yepes
662,ACH01,Rico,322,Sabaneta,Wilson Yepes
